user_id,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,ROI,date,time
641,Tablet,UK,45-54,Male,A9655,Text,Electronics,Tech Enthusiasts,0.1330402695483449,0.1111,Shared,35,1.11,1.33,2025-10-09,06:24:24
991,Tablet,India,18-24,Male,A2338,Image,Automotive,Tech Enthusiasts,0.1275823159366705,0.083,Commented,11,1.17,0.91,2025-07-09,13:47:38
112,Desktop,USA,25-34,Male,A8128,Image,Fashion,Fitness Lovers,0.0824646114602432,0.0749,Liked,54,1.07,0.58,2025-12-11,23:11:18
464,Desktop,India,25-34,Female,A7409,Video,Travel,Travel Lovers,0.0625545468127195,0.0785,Shared,28,0.45,1.09,2025-11-02,04:45:13
216,Desktop,India,25-34,Male,A1706,Video,Fashion,Travel Lovers,0.0867743610409931,0.0298,Liked,25,1.23,0.21,2025-12-15,10:54:53
690,Desktop,India,55+,Male,A9960,Video,Electronics,Family Oriented,0.1329650551722546,0.0682,Liked,32,1.19,0.76,2025-10-16,13:26:25
510,Desktop,USA,45-54,Male,A5630,Image,Electronics,Young Adults,0.1343559762586634,0.0167,Liked,17,1.03,0.22,2025-10-21,06:34:15
725,Desktop,India,35-44,Female,A1565,Video,Automotive,Travel Lovers,0.1438912039276647,0.0755,Shared,18,1.3,0.84,2025-11-30,01:57:53
216,Desktop,Germany,55+,Female,A4561,Video,Electronics,Fitness Lovers,0.0371159481015568,0.1135,Ignored,35,0.55,0.77,2025-09-05,19:47:40
578,Mobile,Germany,55+,Female,A6425,Text,Fashion,Tech Enthusiasts,0.0904545749108238,0.1372,Liked,57,0.82,1.51,2025-02-13,22:07:55
608,Mobile,Germany,25-34,Female,A8597,Text,Health,Tech Enthusiasts,0.0746595412468216,0.0773,Liked,35,0.85,0.68,2025-10-31,18:59:17
749,Mobile,Canada,55+,Female,A2934,Image,Automotive,Fitness Lovers,0.1088681777150388,0.0146,Commented,33,0.63,0.25,2025-08-04,11:28:54
587,Mobile,UK,55+,Male,A6020,Video,Electronics,Fitness Lovers,0.1168194008651214,0.037,Ignored,35,0.49,0.88,2025-09-23,04:56:16
180,Mobile,UK,25-34,Female,A7904,Text,Travel,Travel Lovers,0.1437960796829927,0.0947,Commented,48,1.13,1.21,2025-06-09,21:30:58
705,Tablet,India,18-24,Female,A6157,Video,Fashion,Travel Lovers,0.0896410695476451,0.1325,Commented,10,0.56,2.12,2025-11-06,11:49:28
148,Tablet,Canada,18-24,Male,A6688,Video,Automotive,Family Oriented,0.1383839684329948,0.069,Commented,50,0.23,4.15,2025-02-22,13:54:54
782,Tablet,USA,25-34,Female,A5224,Text,Fashion,Fitness Lovers,0.0476424976681538,0.1432,Commented,46,1.02,0.67,2025-11-03,09:36:13
912,Tablet,USA,35-44,Female,A4852,Video,Travel,Young Adults,0.0559967752982289,0.0389,Commented,10,0.52,0.42,2025-07-16,10:36:10
937,Desktop,Canada,55+,Male,A3674,Video,Health,Tech Enthusiasts,0.0277504888956562,0.0123,Commented,14,0.96,0.04,2025-04-09,20:43:21
563,Desktop,Germany,18-24,Female,A9589,Video,Electronics,Family Oriented,0.0199515475855487,0.0817,Shared,13,0.53,0.31,2025-11-12,01:33:53
434,Mobile,UK,18-24,Female,A7410,Video,Electronics,Family Oriented,0.0977651188575615,0.0994,Shared,20,0.33,2.94,2025-12-10,11:39:26
587,Tablet,India,25-34,Female,A7206,Image,Fashion,Travel Lovers,0.0242393903196186,0.1067,Commented,20,0.51,0.51,2025-12-10,18:36:36
741,Desktop,Germany,18-24,Female,A7875,Video,Electronics,Tech Enthusiasts,0.0652458653636216,0.1119,Commented,23,0.78,0.94,2025-06-16,04:36:31
748,Desktop,India,18-24,Male,A5526,Image,Fashion,Family Oriented,0.0491055334158278,0.1421,Ignored,40,0.79,0.88,2025-01-13,03:12:23
444,Tablet,USA,55+,Female,A8274,Text,Fashion,Fitness Lovers,0.027766675570522,0.0709,Liked,24,0.89,0.22,2025-04-21,16:34:48
923,Desktop,India,45-54,Male,A3231,Image,Fashion,Tech Enthusiasts,0.1091261894027082,0.0756,Ignored,54,1.47,0.56,2025-09-09,06:26:35
278,Mobile,India,45-54,Female,A4910,Image,Electronics,Fitness Lovers,0.1172376913296646,0.0836,Commented,49,0.94,1.04,2025-05-28,22:33:51
940,Desktop,Germany,18-24,Male,A6539,Video,Health,Fitness Lovers,0.0753888117082114,0.0474,Liked,60,0.2,1.79,2025-01-08,23:26:52
397,Tablet,USA,55+,Male,A3089,Video,Health,Tech Enthusiasts,0.0500107933618044,0.0164,Commented,11,0.73,0.11,2025-09-06,10:29:11
724,Desktop,Germany,18-24,Female,A4516,Text,Electronics,Young Adults,0.1337466903089999,0.1439,Commented,22,0.71,2.71,2025-12-12,08:56:37
316,Desktop,UK,25-34,Male,A1498,Image,Fashion,Young Adults,0.0987587451315736,0.0901,Liked,39,1.45,0.61,2025-04-28,01:01:15
625,Mobile,USA,25-34,Female,A8655,Video,Travel,Tech Enthusiasts,0.0698200023220382,0.1358,Ignored,49,0.54,1.76,2025-12-16,17:46:10
803,Mobile,UK,18-24,Male,A1560,Image,Travel,Tech Enthusiasts,0.0374948280835828,0.0527,Ignored,19,0.45,0.44,2025-11-03,15:37:13
950,Mobile,Canada,25-34,Female,A1543,Video,Travel,Family Oriented,0.0755737455139313,0.1342,Commented,18,1.01,1.0,2025-06-24,03:46:02
230,Mobile,Germany,35-44,Female,A4162,Video,Health,Tech Enthusiasts,0.0276486163075476,0.0553,Commented,38,1.31,0.12,2025-08-03,15:19:12
844,Mobile,USA,18-24,Female,A5603,Image,Fashion,Family Oriented,0.1086985572564944,0.1347,Shared,40,1.35,1.08,2025-01-12,17:12:25
541,Tablet,USA,45-54,Male,A1339,Image,Health,Travel Lovers,0.1200988392964268,0.1018,Ignored,50,1.25,0.98,2025-02-13,22:11:00
434,Tablet,India,18-24,Female,A2025,Video,Electronics,Young Adults,0.0950760194987438,0.1022,Liked,47,0.53,1.83,2025-09-01,13:22:15
740,Tablet,Canada,45-54,Female,A4462,Text,Fashion,Family Oriented,0.0518843219712993,0.0353,Ignored,59,0.73,0.25,2025-03-19,05:15:40
586,Desktop,Germany,35-44,Female,A1110,Text,Automotive,Travel Lovers,0.1406273654945722,0.0801,Liked,50,1.03,1.09,2025-01-19,06:31:03
600,Mobile,UK,18-24,Female,A7113,Text,Electronics,Travel Lovers,0.0935661012938341,0.0328,Ignored,57,0.28,1.1,2025-07-09,09:09:54
950,Mobile,Canada,55+,Female,A8682,Text,Electronics,Tech Enthusiasts,0.0321564710133333,0.0361,Commented,38,0.2,0.58,2025-07-24,13:36:44
265,Mobile,Canada,45-54,Male,A2840,Video,Automotive,Young Adults,0.028829937864636,0.0519,Liked,58,0.53,0.28,2025-08-16,17:02:34
176,Tablet,India,25-34,Male,A4347,Text,Travel,Fitness Lovers,0.1426631708382114,0.14,Liked,57,1.15,1.74,2025-04-26,20:36:33
217,Mobile,Canada,25-34,Male,A7978,Video,Automotive,Family Oriented,0.0946936114202616,0.0168,Ignored,26,0.52,0.31,2025-11-05,20:48:26
961,Desktop,India,35-44,Male,A9343,Text,Electronics,Travel Lovers,0.0611573269994761,0.0511,Ignored,20,1.31,0.24,2025-06-04,09:46:03
362,Tablet,UK,25-34,Male,A2620,Text,Travel,Young Adults,0.034951704827224,0.1421,Liked,29,0.36,1.38,2025-06-28,03:15:26
508,Tablet,USA,35-44,Male,A5928,Text,Health,Fitness Lovers,0.1368073975260445,0.0641,Ignored,59,0.92,0.95,2025-04-24,07:52:14
511,Mobile,India,25-34,Male,A1187,Image,Electronics,Tech Enthusiasts,0.0641202897148882,0.0223,Liked,20,0.53,0.27,2025-07-03,00:30:06
539,Desktop,Canada,55+,Male,A1242,Image,Health,Family Oriented,0.0598056716052021,0.0821,Liked,47,0.22,2.23,2025-09-06,09:53:02
188,Desktop,Germany,55+,Male,A4427,Text,Automotive,Young Adults,0.074630211255806,0.0186,Liked,39,0.54,0.26,2025-03-17,00:20:54
640,Desktop,Canada,55+,Male,A6335,Image,Electronics,Fitness Lovers,0.0243389802185917,0.0365,Ignored,17,0.45,0.2,2025-08-09,06:04:44
682,Desktop,India,55+,Female,A2542,Image,Travel,Tech Enthusiasts,0.1238831969510857,0.0423,Ignored,35,1.34,0.39,2025-04-09,22:44:51
976,Mobile,UK,45-54,Male,A9045,Text,Travel,Tech Enthusiasts,0.1002341001862611,0.0456,Liked,54,0.12,3.81,2025-09-10,23:00:35
450,Mobile,USA,18-24,Female,A8613,Image,Automotive,Family Oriented,0.0905029730288386,0.0208,Commented,28,0.78,0.24,2025-01-26,00:25:16
288,Tablet,Germany,35-44,Female,A4258,Video,Fashion,Young Adults,0.040413792057661,0.0713,Commented,49,0.44,0.65,2025-05-17,16:02:10
966,Tablet,USA,18-24,Female,A9802,Text,Health,Tech Enthusiasts,0.0508913749301163,0.0918,Ignored,39,0.75,0.62,2025-11-24,01:53:55
747,Desktop,Canada,18-24,Female,A3800,Text,Electronics,Tech Enthusiasts,0.1493832419038397,0.1186,Shared,57,0.9,1.97,2025-03-23,07:26:23
534,Tablet,India,45-54,Female,A4683,Image,Fashion,Family Oriented,0.1436601299347817,0.0207,Ignored,49,0.32,0.93,2025-07-27,12:06:54
995,Tablet,USA,18-24,Female,A9576,Text,Electronics,Travel Lovers,0.1077597398740314,0.068,Shared,58,0.62,1.18,2025-02-20,01:55:01
875,Tablet,USA,45-54,Female,A3326,Text,Travel,Tech Enthusiasts,0.1069823233974795,0.0854,Shared,47,0.96,0.95,2025-05-31,15:52:33
966,Tablet,USA,55+,Male,A9674,Image,Automotive,Family Oriented,0.095089240672935,0.0352,Shared,37,0.64,0.52,2025-07-09,02:39:51
170,Tablet,Canada,25-34,Female,A6537,Image,Health,Young Adults,0.1408905952688905,0.1449,Commented,58,1.17,1.74,2025-06-11,14:28:53
855,Mobile,USA,18-24,Female,A5130,Video,Health,Family Oriented,0.1322908178458641,0.1011,Liked,60,0.54,2.48,2025-10-15,22:01:08
406,Mobile,India,18-24,Male,A6666,Video,Fashion,Young Adults,0.1284005170189705,0.1266,Commented,31,0.84,1.94,2025-05-14,11:47:32
283,Desktop,India,45-54,Male,A3438,Video,Travel,Young Adults,0.0284390785588477,0.1221,Commented,28,0.94,0.37,2025-11-07,22:21:06
368,Tablet,Canada,18-24,Male,A9502,Text,Electronics,Fitness Lovers,0.061567493174618,0.0489,Ignored,54,0.43,0.7,2025-01-04,04:37:17
102,Tablet,UK,45-54,Female,A9075,Text,Health,Tech Enthusiasts,0.1250019074103388,0.1384,Ignored,27,0.2,8.65,2025-05-31,22:00:27
114,Desktop,UK,18-24,Male,A8462,Video,Fashion,Fitness Lovers,0.1347995413123995,0.0878,Ignored,53,0.19,6.23,2025-03-20,10:35:43
977,Tablet,India,55+,Female,A8566,Video,Travel,Tech Enthusiasts,0.0982531411441158,0.0479,Shared,31,1.2,0.39,2025-08-30,07:23:22
720,Tablet,UK,25-34,Female,A6244,Text,Travel,Family Oriented,0.0143641231041771,0.1493,Commented,34,0.47,0.46,2025-07-18,18:19:52
544,Desktop,Canada,35-44,Female,A6331,Video,Electronics,Travel Lovers,0.1209584402740179,0.0184,Shared,22,1.19,0.19,2025-08-06,08:06:25
520,Desktop,Germany,45-54,Male,A3602,Text,Fashion,Young Adults,0.1328122125315333,0.1118,Liked,29,1.1,1.35,2025-11-27,11:29:36
551,Tablet,UK,35-44,Female,A6310,Video,Health,Fitness Lovers,0.0411414697027084,0.0607,Commented,39,0.45,0.55,2025-08-19,14:07:24
105,Mobile,Germany,18-24,Male,A8714,Text,Fashion,Young Adults,0.0209081629641202,0.0872,Liked,41,0.54,0.34,2025-12-23,10:54:13
217,Desktop,UK,45-54,Female,A5725,Video,Electronics,Travel Lovers,0.0486226224732158,0.0185,Liked,46,1.28,0.07,2025-03-14,19:07:02
144,Desktop,USA,35-44,Female,A7937,Image,Automotive,Young Adults,0.068925447726732,0.1237,Shared,45,0.49,1.74,2025-09-18,03:16:13
820,Tablet,India,55+,Female,A6261,Image,Automotive,Tech Enthusiasts,0.1453799495765478,0.0808,Commented,52,1.37,0.86,2025-01-20,10:30:52
655,Tablet,UK,45-54,Male,A5922,Text,Travel,Fitness Lovers,0.0908538982288568,0.028,Shared,32,1.13,0.23,2025-03-25,04:49:14
760,Tablet,Canada,25-34,Female,A5505,Text,Automotive,Fitness Lovers,0.1331039434527294,0.1311,Commented,23,1.4,1.25,2025-07-18,02:02:43
640,Tablet,USA,25-34,Male,A7309,Text,Electronics,Young Adults,0.0421015669546828,0.108,Commented,55,0.55,0.83,2025-05-30,15:04:06
146,Mobile,Germany,45-54,Male,A8756,Video,Electronics,Tech Enthusiasts,0.0980832668331042,0.0537,Ignored,28,1.1,0.48,2025-04-03,05:10:58
430,Tablet,UK,35-44,Female,A3932,Text,Travel,Fitness Lovers,0.0378251313781839,0.1142,Ignored,50,0.14,3.09,2025-10-06,14:00:08
598,Tablet,USA,18-24,Female,A9141,Image,Fashion,Young Adults,0.1183664586621088,0.0632,Shared,42,1.37,0.55,2025-11-23,04:51:50
529,Mobile,Germany,18-24,Male,A9256,Text,Health,Tech Enthusiasts,0.0385094998575447,0.081,Commented,46,1.2,0.26,2025-08-30,12:18:47
772,Mobile,Germany,18-24,Male,A5724,Text,Automotive,Young Adults,0.0873178071676735,0.0616,Ignored,40,0.21,2.56,2025-02-13,02:07:48
376,Desktop,India,35-44,Male,A7723,Image,Travel,Tech Enthusiasts,0.1224088748646842,0.0615,Liked,59,0.2,3.76,2025-09-21,12:45:43
189,Desktop,India,55+,Female,A8765,Video,Travel,Family Oriented,0.1427477384101992,0.1162,Commented,28,1.38,1.2,2025-06-21,07:35:41
719,Desktop,UK,18-24,Female,A8920,Text,Electronics,Tech Enthusiasts,0.0744162990958621,0.1287,Commented,29,0.86,1.11,2025-07-11,19:15:27
598,Desktop,Germany,35-44,Female,A8591,Text,Health,Family Oriented,0.0342878808458969,0.0169,Liked,54,1.21,0.05,2025-03-26,14:34:57
695,Tablet,UK,55+,Female,A5718,Image,Fashion,Tech Enthusiasts,0.0214507717231708,0.0997,Shared,60,1.15,0.19,2025-06-06,19:30:36
952,Mobile,UK,55+,Male,A2280,Text,Health,Fitness Lovers,0.0492343471192289,0.1325,Ignored,15,1.43,0.46,2025-06-25,11:29:36
216,Desktop,UK,35-44,Male,A5067,Video,Fashion,Young Adults,0.0776918852207125,0.138,Liked,52,0.64,1.68,2025-04-17,10:11:10
955,Desktop,USA,45-54,Male,A7543,Text,Travel,Tech Enthusiasts,0.0591803457816271,0.1213,Ignored,29,0.17,4.22,2025-06-03,07:32:25
690,Tablet,India,18-24,Female,A3293,Text,Health,Travel Lovers,0.0268590381346412,0.018,Liked,42,1.4,0.03,2025-11-01,05:01:14
275,Tablet,USA,45-54,Female,A8529,Video,Travel,Fitness Lovers,0.1396459411435538,0.122,Ignored,51,1.22,1.4,2025-11-14,10:27:58
375,Desktop,India,35-44,Male,A9618,Text,Electronics,Tech Enthusiasts,0.0511299521091712,0.0875,Ignored,34,1.26,0.36,2025-05-15,15:46:26
553,Mobile,UK,18-24,Male,A6620,Text,Automotive,Tech Enthusiasts,0.1076230582476515,0.1411,Shared,20,0.87,1.75,2025-05-11,18:32:39
968,Mobile,Germany,45-54,Female,A1335,Text,Fashion,Young Adults,0.0378949533702782,0.1253,Shared,15,0.19,2.5,2025-07-10,11:34:21
718,Mobile,USA,45-54,Male,A6516,Text,Travel,Travel Lovers,0.0351127779659554,0.0583,Liked,20,1.09,0.19,2025-07-14,10:56:34
189,Desktop,Germany,25-34,Male,A3484,Image,Health,Travel Lovers,0.0986450432868624,0.1366,Commented,39,0.28,4.81,2025-01-18,23:18:15
190,Mobile,Germany,55+,Male,A3794,Text,Travel,Tech Enthusiasts,0.0194134165055865,0.0137,Liked,20,0.68,0.04,2025-09-06,22:46:17
390,Desktop,Germany,55+,Male,A4853,Video,Automotive,Fitness Lovers,0.0170872986295781,0.0834,Ignored,46,0.47,0.3,2025-11-08,03:17:33
491,Desktop,Germany,18-24,Female,A5336,Image,Electronics,Young Adults,0.0719573844109013,0.1074,Ignored,15,0.77,1.0,2025-12-13,10:29:00
153,Mobile,UK,18-24,Male,A9646,Text,Health,Young Adults,0.1474645395647303,0.0264,Shared,48,0.69,0.56,2025-05-12,12:00:05
492,Tablet,UK,25-34,Male,A9739,Video,Automotive,Family Oriented,0.0229018706518223,0.0693,Liked,10,1.08,0.15,2025-07-03,01:07:53
174,Mobile,Germany,35-44,Male,A5458,Text,Fashion,Travel Lovers,0.1012445615811198,0.1122,Ignored,45,0.65,1.75,2025-08-29,10:37:15
256,Desktop,India,45-54,Female,A9487,Video,Automotive,Tech Enthusiasts,0.0708397201525098,0.0478,Ignored,59,0.63,0.54,2025-11-19,03:30:39
694,Desktop,Canada,35-44,Male,A6843,Text,Fashion,Tech Enthusiasts,0.0631525333774587,0.0688,Commented,48,0.74,0.59,2025-03-22,21:15:04
273,Desktop,India,25-34,Male,A7911,Image,Travel,Fitness Lovers,0.024272300675876,0.0768,Shared,14,0.32,0.58,2025-05-25,17:39:01
524,Tablet,UK,25-34,Female,A7079,Video,Travel,Travel Lovers,0.0117068512817746,0.0977,Liked,47,1.35,0.08,2025-05-11,15:40:03
769,Desktop,Germany,25-34,Male,A9458,Video,Automotive,Young Adults,0.0610822185679288,0.0195,Liked,60,0.41,0.29,2025-12-19,16:58:50
947,Mobile,Germany,18-24,Male,A2105,Text,Fashion,Travel Lovers,0.1029531984713015,0.1051,Ignored,21,0.45,2.4,2025-02-08,08:53:24
975,Tablet,Canada,55+,Female,A7595,Text,Automotive,Young Adults,0.0471785005927571,0.0315,Ignored,52,0.86,0.17,2025-04-23,10:32:01
908,Tablet,India,45-54,Female,A9080,Video,Travel,Tech Enthusiasts,0.1013721571173298,0.114,Commented,22,0.74,1.56,2025-07-20,06:43:51
297,Desktop,Canada,45-54,Female,A2952,Image,Electronics,Young Adults,0.0155834663255469,0.1007,Commented,35,0.86,0.18,2025-04-18,02:00:30
153,Tablet,Germany,35-44,Male,A3422,Text,Health,Young Adults,0.0635568950515625,0.0639,Shared,58,0.27,1.5,2025-02-24,11:22:56
404,Tablet,Germany,25-34,Male,A1136,Text,Electronics,Young Adults,0.1390348862862587,0.0953,Commented,18,0.58,2.28,2025-07-13,06:20:08
745,Mobile,Canada,35-44,Female,A4543,Image,Automotive,Family Oriented,0.139551092797421,0.1424,Commented,50,0.6,3.31,2025-09-06,16:13:16
192,Desktop,Germany,45-54,Male,A2579,Video,Electronics,Tech Enthusiasts,0.0786718456664404,0.0739,Ignored,30,0.96,0.61,2025-01-06,11:29:29
978,Tablet,India,18-24,Male,A4819,Video,Fashion,Young Adults,0.1423950756544567,0.0918,Commented,39,0.87,1.5,2025-07-08,08:51:04
559,Mobile,Canada,35-44,Female,A7501,Image,Health,Fitness Lovers,0.1215690872615122,0.0861,Liked,55,0.16,6.54,2025-10-13,07:28:27
598,Mobile,UK,35-44,Male,A5936,Video,Electronics,Family Oriented,0.0387890559169248,0.0952,Commented,39,0.82,0.45,2025-03-13,16:33:51
889,Mobile,Germany,25-34,Female,A3620,Image,Fashion,Tech Enthusiasts,0.026601411215174,0.1147,Ignored,36,0.1,3.05,2025-03-31,14:41:55
405,Desktop,UK,35-44,Male,A7692,Video,Automotive,Fitness Lovers,0.1146338052035866,0.1339,Liked,38,0.6,2.56,2025-03-10,16:42:23
195,Tablet,USA,55+,Female,A5452,Image,Health,Young Adults,0.0729325597982962,0.1022,Ignored,44,1.01,0.74,2025-03-24,05:13:39
541,Mobile,India,18-24,Male,A9035,Image,Travel,Tech Enthusiasts,0.0970387460246027,0.06,Ignored,55,0.36,1.62,2025-06-15,09:06:06
997,Mobile,UK,25-34,Male,A9401,Image,Travel,Travel Lovers,0.0180156953849519,0.0966,Shared,56,0.91,0.19,2025-02-25,10:49:47
205,Desktop,USA,45-54,Male,A7039,Text,Travel,Family Oriented,0.0854229196472897,0.1151,Shared,34,1.03,0.95,2025-04-03,03:36:51
958,Mobile,Canada,25-34,Female,A4588,Text,Fashion,Tech Enthusiasts,0.028136128251696,0.1257,Commented,13,1.29,0.27,2025-04-22,01:21:00
682,Desktop,UK,55+,Female,A9552,Text,Travel,Tech Enthusiasts,0.0388343708480936,0.0275,Commented,33,1.28,0.08,2025-05-02,23:00:20
416,Desktop,Germany,35-44,Female,A9018,Image,Automotive,Fitness Lovers,0.0853530628399011,0.0761,Shared,46,1.12,0.58,2025-03-17,04:15:16
115,Mobile,USA,45-54,Male,A8197,Text,Fashion,Fitness Lovers,0.1284862935228497,0.0916,Commented,22,1.06,1.11,2025-01-09,06:29:05
174,Desktop,Germany,25-34,Female,A1646,Image,Automotive,Young Adults,0.0555908197517981,0.0321,Liked,16,1.34,0.13,2025-02-26,18:19:22
580,Tablet,Germany,45-54,Male,A5478,Image,Electronics,Family Oriented,0.0118312186172842,0.0167,Commented,45,0.46,0.04,2025-04-07,02:31:02
641,Desktop,Canada,18-24,Female,A9273,Video,Fashion,Family Oriented,0.1059277599573562,0.0675,Ignored,54,1.13,0.63,2025-09-09,22:24:10
895,Desktop,Germany,55+,Female,A5583,Text,Electronics,Travel Lovers,0.1186947875175336,0.0283,Shared,23,1.38,0.24,2025-02-23,06:09:09
269,Mobile,Germany,35-44,Female,A6945,Video,Automotive,Family Oriented,0.14263238203086,0.0314,Ignored,55,1.01,0.44,2025-06-08,16:27:10
843,Mobile,USA,35-44,Male,A3147,Text,Health,Fitness Lovers,0.0749162723834792,0.0273,Shared,19,0.48,0.43,2025-03-15,18:16:27
670,Desktop,Canada,45-54,Female,A8508,Image,Automotive,Tech Enthusiasts,0.1153557152952511,0.106,Commented,46,1.33,0.92,2025-04-30,20:31:06
610,Desktop,Canada,55+,Female,A6740,Image,Fashion,Fitness Lovers,0.0846364458864606,0.0994,Ignored,50,0.13,6.47,2025-10-09,07:43:13
172,Mobile,UK,18-24,Female,A7520,Video,Automotive,Travel Lovers,0.1135104527145989,0.0791,Ignored,12,0.38,2.36,2025-09-19,21:17:52
102,Desktop,Germany,35-44,Female,A1933,Video,Health,Family Oriented,0.0959480125369087,0.0669,Liked,56,0.52,1.23,2025-11-19,09:56:06
886,Mobile,Canada,18-24,Male,A4043,Text,Automotive,Young Adults,0.0139307050000296,0.1,Ignored,27,0.93,0.15,2025-11-16,06:28:33
896,Mobile,Germany,18-24,Male,A4871,Text,Health,Family Oriented,0.0400961882352173,0.0902,Liked,14,0.7,0.52,2025-04-30,10:15:08
284,Mobile,UK,18-24,Female,A3564,Text,Automotive,Fitness Lovers,0.0604071096412788,0.1097,Commented,49,0.9,0.74,2025-12-27,00:33:36
390,Mobile,India,35-44,Female,A1570,Image,Health,Tech Enthusiasts,0.0596855449922347,0.058,Ignored,59,0.69,0.5,2025-10-04,13:51:53
722,Mobile,India,18-24,Female,A2783,Video,Fashion,Fitness Lovers,0.1391424536382628,0.1054,Liked,32,0.54,2.72,2025-08-31,06:00:08
749,Mobile,Canada,18-24,Female,A7378,Image,Automotive,Young Adults,0.0562706032465822,0.0648,Ignored,46,1.39,0.26,2025-02-23,05:45:42
200,Mobile,India,45-54,Male,A3707,Text,Travel,Tech Enthusiasts,0.0542183032405429,0.0279,Shared,21,0.2,0.76,2025-06-13,15:12:33
956,Desktop,UK,35-44,Female,A7453,Text,Travel,Tech Enthusiasts,0.088843019618148,0.105,Shared,47,1.01,0.92,2025-03-13,03:17:48
948,Mobile,India,55+,Female,A9107,Video,Electronics,Travel Lovers,0.1240258588868028,0.1191,Commented,27,0.13,11.36,2025-05-24,15:26:17
766,Mobile,Germany,35-44,Male,A9221,Video,Travel,Travel Lovers,0.1409049220318108,0.1235,Ignored,40,0.34,5.12,2025-03-17,15:00:21
310,Mobile,India,45-54,Male,A1397,Image,Electronics,Travel Lovers,0.1079172629887685,0.125,Commented,46,0.39,3.46,2025-07-17,12:46:33
924,Desktop,Germany,25-34,Male,A9947,Image,Health,Tech Enthusiasts,0.0410847005966855,0.1313,Commented,37,1.2,0.45,2025-03-27,00:04:09
664,Mobile,India,55+,Male,A9687,Image,Health,Travel Lovers,0.0441761674113067,0.1161,Liked,51,0.96,0.53,2025-07-01,14:41:44
526,Tablet,Canada,45-54,Male,A3296,Video,Automotive,Fitness Lovers,0.0566459033778834,0.1361,Ignored,14,1.46,0.53,2025-04-03,04:12:27
276,Tablet,Germany,25-34,Female,A1930,Image,Travel,Fitness Lovers,0.1226516024390238,0.0799,Shared,42,0.67,1.46,2025-08-29,10:09:22
718,Mobile,UK,35-44,Male,A4766,Video,Fashion,Tech Enthusiasts,0.1415280966583732,0.128,Liked,14,0.47,3.85,2025-11-20,06:27:27
822,Mobile,UK,35-44,Female,A9757,Image,Fashion,Fitness Lovers,0.1403606390450855,0.0758,Shared,36,0.57,1.87,2025-02-06,11:53:17
950,Desktop,Canada,45-54,Female,A5223,Image,Fashion,Tech Enthusiasts,0.1432278969523495,0.0951,Shared,26,0.52,2.62,2025-06-27,10:28:40
653,Mobile,UK,25-34,Female,A2699,Video,Fashion,Family Oriented,0.109090646534143,0.0867,Liked,52,1.13,0.84,2025-05-30,14:31:01
688,Tablet,Canada,35-44,Male,A6099,Video,Electronics,Family Oriented,0.0468391728732689,0.0385,Ignored,48,1.07,0.17,2025-05-20,13:43:55
180,Tablet,India,55+,Female,A5947,Video,Automotive,Travel Lovers,0.1012465097088264,0.0873,Ignored,34,1.21,0.73,2025-01-31,23:17:25
630,Tablet,India,25-34,Male,A4138,Video,Electronics,Fitness Lovers,0.0871729952268811,0.0753,Liked,51,0.36,1.82,2025-05-04,23:47:44
728,Mobile,India,45-54,Female,A5082,Image,Fashion,Travel Lovers,0.1247586974234979,0.0717,Ignored,13,0.69,1.3,2025-10-05,11:42:20
920,Mobile,Germany,45-54,Male,A4838,Video,Fashion,Tech Enthusiasts,0.0329744983873835,0.0271,Liked,47,0.88,0.1,2025-04-01,23:46:31
242,Desktop,Germany,25-34,Male,A6123,Image,Health,Travel Lovers,0.0604800229945084,0.1051,Commented,42,0.41,1.55,2025-10-03,04:16:29
653,Mobile,USA,35-44,Male,A2025,Image,Travel,Family Oriented,0.1457373995669402,0.0979,Shared,30,0.7,2.04,2025-12-10,22:10:26
116,Mobile,Germany,25-34,Female,A3204,Image,Health,Fitness Lovers,0.0145596139203665,0.0386,Liked,16,0.34,0.17,2025-06-19,17:06:30
751,Mobile,India,35-44,Female,A1074,Text,Electronics,Fitness Lovers,0.0736485676417992,0.0757,Liked,18,0.92,0.61,2025-06-26,16:44:00
433,Mobile,UK,55+,Female,A4234,Text,Health,Young Adults,0.0383674059632605,0.0431,Commented,18,0.68,0.24,2025-10-04,21:05:40
480,Tablet,Germany,45-54,Female,A2058,Image,Automotive,Fitness Lovers,0.1191491443262781,0.1424,Ignored,35,1.1,1.54,2025-03-17,12:03:14
332,Desktop,Canada,25-34,Female,A2346,Image,Travel,Family Oriented,0.1217862686294501,0.0406,Liked,37,1.04,0.48,2025-12-27,12:38:36
505,Tablet,Germany,25-34,Male,A7666,Image,Automotive,Fitness Lovers,0.0980555714179711,0.1398,Commented,36,0.15,9.14,2025-03-23,22:43:04
487,Mobile,Germany,45-54,Female,A6005,Text,Health,Fitness Lovers,0.0763569019942436,0.0197,Shared,22,1.46,0.1,2025-08-23,11:55:41
625,Tablet,USA,25-34,Female,A2910,Video,Automotive,Travel Lovers,0.0113811752945966,0.0378,Liked,60,0.31,0.14,2025-10-25,02:38:42
717,Mobile,India,45-54,Female,A8636,Video,Electronics,Fitness Lovers,0.1044728935584589,0.0189,Ignored,12,1.41,0.14,2025-07-24,21:20:13
